Dagnr,DIENSTREGELPUNT_VAN,DIENSTREGELPUNT_NAAR,KLANTHINDERINMINUTEN,KLANTHINDERNAAM,BEWEGINGNUMMER,MONITORINGSTEGELOMSCHRIJVING,TOELICHTING,AANTAL_OPGEHEVEN_NS_TREINEN
22,Pmo,Hna,180,3. Hinder,2976,Invloed van derden op infra,"Stenen aangereden op PM spoor thv 22.1, tevens 6 tal stenen op PA spoor (verwijderd door MCN)",5
8,Pt,Hd,72,3. Hinder,5681,(problemen met) Reizigers,1 lastige reiziger,0
19,Amf,Avat,90,3. Hinder,70050,Defect materieel,5848 defect op Avat. 5847 gekeerd op Amf.,4
26,Hszha,Zha,405,3. Hinder,-2,Spoor of wissels,Wissel defect,5
4,Gd,Gwbr,300,3. Hinder,-2,Beveiligingsinstallaties,brug wil niet sluiten,10
16,Ahz,Ahwa,130,3. Hinder,7666,(problemen met) Reizigers,politie assistentie bij ahz,3
24,Lek,Cl,263,3. Hinder,6059,Spoor of wissels,Mcn meldt harde klap gevoeld te hebben met als oorzaak een mogelijke spoorverzakking. ,9
17,Ah,Ah,57,3. Hinder,3179,Afwezigheid personeel,"Machinist zat op trein die nog niet binnen was, werd pas laat doorgegeven aan trdl",0
10,Rb,Bgn,83,3. Hinder,2367,Defect materieel,"Defect materieel, tak in stroomafnemer. Deze omgewisseld",2
6,Ehv,Ehst,817,2. Veel hinder,6630,Afwezigheid personeel,Zoals besproken 17-06: de losse treinen kunnen niet los gemaakt worden van deze melding.,29
23,Almb,Almo,73,3. Hinder,1835,Defect materieel,rem problemn,2
29,Wf,Otb,159,3. Hinder,-2,STS passage / Bijna Aanrijding,WF-AH: hinder pers op sp / Spoorweb-id: 998327,4
19,Amf,Hvs,60,3. Hinder,53011,Meetfout / Onduidelijk systeemgedrag,VOSorderverwerking,0
23,Hfdm,Hshfdo,74,3. Hinder,9324,Spoor of wissels,Graag onderzoek door en terugkoppeling van RB CMT.,4
25,Vl,Vlgr,43,3. Hinder,-2,Vertraging veroorzaakt door andere IM / Terminal,Overweg storing in Duitsland = andere IM,0
5,Asn,Onz,120,3. Hinder,-2,Spoor of wissels,ASN-ONZ: defect sp Sp-OF / Spoorweb-id: 987970,4
26,Vtn,Hmlva,270,3. Hinder,-2,Spoor of wissels,Knik in de baan tussen Vleuten en Harmelen Aansluiting. EI6 ter hoogte van km 10.8.,9
14,Obpa,Sgra,73,3. Hinder,2921,STS passage / Bijna Aanrijding,persoon niet meer aangetroffen,0
15,Bnc,Bnz,290,3. Hinder,31421,STS passage / Bijna Aanrijding,LTN: hinder pers op sp tr 31318 / Spoorweb-id: 992201dronken droppie langs de baan,0
2,Hsbda,Hsbdgo,343,3. Hinder,9240,Import vertraging buitenland,ivm bovenleidingsproblemen in belgie,4
6,Vl,Vlgr,496,3. Hinder,40033,Vertraging veroorzaakt door andere IM / Terminal,Duitsland,0
26,Ldm,Bsd,125,3. Hinder,-2,Spoor of wissels,tobs,0
17,Swk,Akm,164,3. Hinder,629,Defect materieel,SWK-MP: def mat tr 629 / Spoorweb-id: 992913,4
5,Tb,Tbu,51,3. Hinder,-2,Spoor of wissels,TBU: defect sp Sp-921 / Spoorweb-id: 988081. Lijmlas EI 5 km. 19.9,0
8,Dtcp,Dtzo,42,3. Hinder,1171,STS passage / Bijna Aanrijding,persoon langs de baan 67.0,0
17,Grbr,Zwd,1227,2. Veel hinder,-2,Gebouwen/kunstwerken,KFHAZ: aanv brug / Spoorweb-id: 993167,37
25,Vp,Ahpr,150,3. Hinder,7640,Defect materieel,mcn moest shutdown uitvoeren. ,5
27,Bkl,Bkla,243,3. Hinder,-2,Spoor of wissels,sectiestoring,7
23,Asd,Zvg,105,3. Hinder,221,Vertraging veroorzaakt door andere IM / Terminal,Probelmen met de bovenleiding in Duitsland.,3
15,Zvb,Mabr,57,3. Hinder,9212,Defect materieel,"ZVB-ODB: def mat tr 9212 / Spoorweb-id: 992159ATB ingreep gehad, staat stil bij km 10.4ovw 10.6 gestoord",0
28,Hg,Had,41,3. Hinder,6391,(problemen met) Reizigers,Lastige reiziger,0
19,Sdm,Dtzo,398,3. Hinder,5242,Defect materieel,ATB problemen.,12
24,Rsd,Odb,120,3. Hinder,5962,(problemen met) Reizigers,"ODB: ass hulpdst tr 5962 / Spoorweb-id: 995949Reiziger zonder vervoersbewijs wil de trein niet verlaten, politie bij de trein.Ovw 15.5 en 15.4 in storing",4
26,Std,Std,55,3. Hinder,63561,Vertraging veroorzaakt door andere IM / Terminal,"STD: hinder log probleem / Spoorweb-id: 996861DSM stond vol, kon geen GO treinen ontvangen van STD",0
18,Zh,Gka,109,3. Hinder,-2,Spoor of wissels,GKA-ZH: defect sp Sp-LD / Spoorweb-id: 993503,0
23,Bd,Gz,286,3. Hinder,-2,Beveiligingsinstallaties,Rijrichtingstoring Sp AI na Wzh,4
6,Kraga,Rsd,203,3. Hinder,2261,Aanrijding,"RSD-KRGE: aanr obj tr 2261 / Spoorweb-id: 988600Ovw-boom van ovw 1.0 hing over het spoor heen aan zijde RL, hierdoor is deze aangereden door trein 2261.Ovw-boom is beschadigd en hangt aan de zijde RL mogelijk binnen PVREr wordt gereden met E.I. 8 voor ovw 1.0",5
17,Dv,Dv,59,3. Hinder,307086,Afwezigheid personeel,Personeel had geen dienstkaart en kon Bijsturing niet bereiken.,0
27,Amri,Aml,621,3. Hinder,7066,Defect materieel,trein defect op spoor HH t.h.v. km 3.3,15
6,Hmbh,Hm,252,3. Hinder,4426,Defect materieel,"DN-HM: def mat tr 4426 / Spoorweb-id: 988415mcn meldt onbekende storing, shut downtrein staat langs het perron",7
3,Gs,Lwd,60,3. Hinder,6112,Spoor of wissels,GS-LWD: defect sp / Spoorweb-id: 987048. spoorverzakking thv 49.8. kilometrering aangepast later naar 51.0,2
24,Ztwo,Ztww,281,3. Hinder,29060,Spoor of wissels,sectiestoring,12
30,Rtd,Gvc,60,3. Hinder,5138,Defect materieel,deur,3
12,Gz,Tbr,316,3. Hinder,1157,Spoor of wissels,1157 meldt spoorverzakking,8
2,Mp,Mpa,1664,2. Veel hinder,-2,Spoor of wissels,wissels in Mp komen niet in de controle bij rijweginstelling,49
6,Tb,Tbi,276,3. Hinder,6630,Defect materieel,TB-TBI: def mat tr 6630 / Spoorweb-id: 988465,8
19,Wl,Did,270,3. Hinder,-2,Spoor of wissels,Bij rijweginstelling vanaf spoor 811 naar spoor DY foutieve atb melding. Trein kan vetrekken met slechts 10 km/h van Wehl naar Didam,0
12,Hto,Rs,763,2. Veel hinder,3671,Aanrijding,persoon overleden. Aanrijding bij ovw 28.7,24
17,Zl,Zl,657,3. Hinder,532,ICT/Telecommunicatie,Treinen i.o.m. met SV omgehangen en melding nogmaals toegewezen.,6
25,Zvbtwa,Zvo,144,3. Hinder,40033,Vertraging veroorzaakt door andere IM / Terminal,ZVO-ZVG: hind buurl (D) / Spoorweb-id: 996306,0
4,Hstom,Hsbrdo,111,3. Hinder,19654,Defect materieel,RTD-BD: def mat tr 19654 / Spoorweb-id: 987528,0
21,Wha,Kw,474,3. Hinder,-2,Invloed van derden op infra,Ambulance naast het spoor bezig geweest met een slagtoffer. Staken treindienst WHA-KW.,0
27,Hsbdgo,Hsbda,131,3. Hinder,29412,Spoor of wissels,wisselstoring,2
20,Bnn,Bnc,335,3. Hinder,31343,Defect materieel,BNC-BNVA: def mat tr 31343 / Spoorweb-id: 994408,0
26,Ht,ONB,290,3. Hinder,-2,Spoor of wissels,HDL-HT: defect sp Sp-BG / Spoorweb-id: 996895,8
10,Hsbdg,Hsbdgo,1154,2. Veel hinder,-2,Invloed van weer op de infra,HSL zuid max 80km/u ivm wind.,19
14,Wv,Swk,120,3. Hinder,-2,Aanrijding,trein 9090 - aanrijding persoon ,8
4,Bda,Bdpb,2557,1. Zeer veel hinder,-2,Energievoorziening (bovenleiding),In overleg met EP aangeboden aan AM,59
10,Asb,Ashd,615,3. Hinder,-2,Spoor of wissels,Treinen ontkoppeld en melding na accoord toegewezen aan AM.,21
7,Es,Esk,52,3. Hinder,7030,Samenstellen treinen,problemen met splitsen ,0
17,Mrn,Har,3279,1. Zeer veel hinder,3137,Spoor of wissels,Mogelijk gescheurd puntstuk,107
28,Hsbda,Hsbdgo,147,3. Hinder,9352,Spoor of wissels,Wissel gestoord.,0
15,Emnakz,Emnz,42,3. Hinder,8090,Spoor of wissels,TOBS in spoor EE thv Sectie EMN$452AB-FT. Daardoor overweg 73.8 gestoord. 8090 heeft de TOBS eruit gereden. 3875 heeft de overwegstoring eruitgereden.,0
9,Tba,Tb,54,3. Hinder,40258,STS passage / Bijna Aanrijding,TB: hinder pers op sp tr 6452 / Spoorweb-id: 989731Verward meisje.,0
9,Ut,Asd,82,3. Hinder,3070,(problemen met) Reizigers,UT: ass hulpdst tr 3070 / Spoorweb-id: 989864,2
11,Sdt,Sdt,317,3. Hinder,307271,Gebouwen/kunstwerken,Melding MKS aanvaring BHBR.Treinverkeer gestaakt over brug.Blijkt aanvaring dukdalf,0
2,Asn,Bl,83,3. Hinder,-2,STS passage / Bijna Aanrijding,Suicidaal persoon bij km ,0
14,Vl,Vl,76,3. Hinder,40221,Vertraging veroorzaakt door andere IM / Terminal,afroep db,0
11,At,Ehs,770,2. Veel hinder,-2,STS passage / Bijna Aanrijding,Melding na accoord AM-EP nogmaals toegewezen aan AM.,17
1,Shl,Amf,90,3. Hinder,11623,Defect materieel,HFD: def mat tr 71623 / Spoorweb-id: 986301,5
24,Bmr,Bmr,73,3. Hinder,32269,Werkproces Treindienstleider,european instruction 1 als gevolg van een sectiestroing op de maaslijn. ,0
22,Asd,Asd,93,3. Hinder,9328,Werkproces rijdend personeel,Proces en oorzaaktype op verzoek vervoerder aangepast.,6
21,Brppd,Kfhz,73,3. Hinder,-1,Defect materieel,,0
4,Hrl,Std,60,3. Hinder,3970,Aanpassing DRGL op verzoek van de vervoerder,,2
5,Hgl,Odzg,60,3. Hinder,20355,Aanpassing DRGL op verzoek van de vervoerder,,0
5,Asd,Alm,60,3. Hinder,2675,Afwezigheid personeel,,2
27,Alm,Asd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
4,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
17,Dvge,Dv,47,3. Hinder,-1,Defect materieel,,0
27,Whz,Whzaz,49,3. Hinder,-1,STS passage / Bijna Aanrijding,,0
14,Rv,Rm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
27,Ddr,Rsd,60,3. Hinder,80405,Aanpassing DRGL op verzoek van de vervoerder,,3
20,Www,Ltv,113,3. Hinder,-1,Defect materieel,,0
22,Zb,Vdm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
13,Apd,Sto,120,3. Hinder,-1,Vertraging trein-trein,,0
2,Vl,Vlgr,60,3. Hinder,20097,Aanpassing DRGL op verzoek van de vervoerder,,0
5,Almo,Alm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
19,Hglo,Zp,473,3. Hinder,-1,Defect materieel,,1
6,Lls,Hfd,60,3. Hinder,4352,Aanpassing DRGL op verzoek van de vervoerder,,2
5,Asdz,Hfd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
17,Whzan,Whzaz,315,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
5,Sdt,Ddr,150,3. Hinder,7116,Aanpassing DRGL op verzoek van de vervoerder,,0
26,Tl,Ut,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
19,Gdg,Gd,185,3. Hinder,-1,Conflicten/aanpassingen Dienstregeling,,6
5,Ddr,Zwd,150,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,5
25,Vl,Rm,60,3. Hinder,-1,Defect materieel,,0
24,Asd,Almo,60,3. Hinder,4681,Defect materieel,,2
11,Hrl,Hang,240,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
3,Whzan,Whz,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
25,Bhdv,Ddr,215,3. Hinder,7112,Defect materieel,,0
10,Rtd,Gvc,90,3. Hinder,5044,Conflicten/aanpassingen Dienstregeling,,3
28,Ah,Nm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
25,Odzg,Hgl,180,3. Hinder,20368,Aanpassing DRGL op verzoek van de vervoerder,,0
20,Gv,Gvc,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
15,Hlm,Asd,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
21,Edng,Mt,60,3. Hinder,16981,Vertraging veroorzaakt door andere IM / Terminal,,2
15,Amfs,Amf,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
1,Asd,Hlm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
20,Rv,Rm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
24,Odz,Hgl,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
7,Nm,Ah,60,3. Hinder,3064,Aanpassing DRGL op verzoek van de vervoerder,,2
21,Gn,Vdm,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
18,Vl,Vlgr,60,3. Hinder,20073,Aanpassing DRGL op verzoek van de vervoerder,,0
26,Vl,Br,150,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
28,Zvt,Hlm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
27,Nm,Ah,60,3. Hinder,3128,Aanpassing DRGL op verzoek van de vervoerder,,2
14,Hrl,Std,150,3. Hinder,-1,Afwezigheid personeel,,0
4,Ledn,Gvc,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
11,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
2,Asd,Rtd,90,3. Hinder,1417,Aanpassing DRGL op verzoek van de vervoerder,,3
5,Amf,Amfs,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
4,Ah,Ww,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
29,Mt,Hrl,660,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
28,Kfhn,Mvtww,45,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
13,Vk,Mt,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
13,Hrl,Hang,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,0
17,Tl,Vrk,194,3. Hinder,31119,Spoor of wissels,,0
21,At,Lpe,60,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
10,Odzg,Hgl,60,3. Hinder,20358,Aanpassing DRGL op verzoek van de vervoerder,,0
27,Bkh,Gvc,60,3. Hinder,83070,Aanpassing DRGL op verzoek van de vervoerder,,3
15,Hrla,Hrl,60,3. Hinder,-1,Defect materieel,,0
11,Bd,Gz,267,3. Hinder,-1,Defect materieel,,7
30,Wt,Rm,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
24,Ddr,Rtd,90,3. Hinder,5260,Aanpassing DRGL op verzoek van de vervoerder,,3
29,Gvc,Ass,60,3. Hinder,2126,Aanpassing DRGL op verzoek van de vervoerder,,3
14,Vlgr,Kfhz,45,3. Hinder,-1,Vertraging veroorzaakt door overnemen trein andere Vervoerder,,0
19,Amr,Hwd,60,3. Hinder,303026,Aanpassing DRGL op verzoek van de vervoerder,,2
26,Nm,O,60,3. Hinder,6627,Defect materieel,,3
14,Std,Hrl,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
27,Vl,Vlgr,60,3. Hinder,20067,Import vertraging buitenland,,0
13,Hrl,Std,150,3. Hinder,-1,Aanpassing DRGL op verzoek van de vervoerder,,0
13,Vl,Vlgr,120,3. Hinder,-1,Defect materieel,,0
5,Std,Hrl,60,3. Hinder,-1,Aanpassing DRGL in verband met grote vertraging,,2
17,Lg,Hrl,72,3. Hinder,-1,Afwezigheid personeel,,0
